Summary,Issue key,Issue id,Parent id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Due Date,Votes,Labels,Description,Environment,Watchers,Watchers,Log Work,Log Work,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Cloners),Inward issue link (Cloners),Outward issue link (Cloners),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Custom field (Epic Color),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Rank),Sprint,Sprint,Sprint,Custom field (Story Points),Comment,Comment
Analysis of Jira data and use NLP model to find similar incidents to a newly created incident,PITL1-50,11314,,Task,Done,PITL1,Team L1 – Learning From Heterogeneous Developer Data,software,nikanmog,,,Medium,Done,saurypande,saurypande,saurypande,14/May/21 12:48 PM,17/May/21 12:17 PM,06/Jul/21 8:42 PM,17/May/21 12:17 PM,,0,,"1. Preprocess and clean the Jira data.

2. Try various NLP models.

3. Generate the similarity scores.

4. Plot the final result in Pie Chart.",,saurypande,,"Use pre-trained Bert model for converting the description and summary text into embeddings. Returned the response containing similarity scores and other essential parameters in json format.;14/May/21 12:56 PM;saurypande;288000",,,0,288000,,,0,288000,,,,,,,,,,,,,PITL1-22,,,"0|i002vw:",Sprint 1 - Week 4,,,,"14/May/21 12:56 PM;saurypande;Use pre-trained Bert model for converting the description and summary text into embeddings. Returned the response containing similarity scores and other essential parameters in json format.",
Use NLP models to suggest developers who has worked on similar incidents. ,PITL1-49,11311,,Task,Done,PITL1,Team L1 – Learning From Heterogeneous Developer Data,software,nikanmog,,,Medium,Done,saurypande,saurypande,saurypande,13/May/21 9:36 AM,21/May/21 11:56 AM,06/Jul/21 8:42 PM,21/May/21 11:56 AM,,0,,,,saurypande,,,,,,,,,,,,,,,,,,,,,,,PITL1-17,,,"0|i002vu:",Sprint 1 - Week 4,,,,,
Estimated response time (for slack messages),PITL1-48,11292,,Task,Done,PITL1,Team L1 – Learning From Heterogeneous Developer Data,software,nikanmog,,,Medium,Done,ga65hif,ga65hif,ga65hif,10/May/21 5:03 PM,08/Jun/21 9:02 PM,06/Jul/21 8:42 PM,18/May/21 11:29 PM,,0,,Using machine learning to generate estimated response time based on the current time of day for each developer.,,ga65hif,,,,21600,21600,,0%,43200,28800,14400,,,,,,,,PITL1-80,PITL1-108,,,,,,,"0|i002vs:",Sprint 1 - Week 4,,,,,
Start on implementing backend integration for privacy controls,PITL1-47,11281,,Task,Done,PITL1,Team L1 – Learning From Heterogeneous Developer Data,software,nikanmog,,,Medium,Done,nikanmog,nikanmog,nikanmog,07/May/21 11:27 PM,14/May/21 11:18 AM,06/Jul/21 8:42 PM,14/May/21 11:18 AM,,0,,,,nikanmog,,,,,,,,,,,,,,,,,,,,,,,PITL1-10,,,"0|i002xj:",Sprint 1 - Week 3,,,,,
Create access log table (frontend),PITL1-46,11280,,Task,Done,PITL1,Team L1 – Learning From Heterogeneous Developer Data,software,nikanmog,,,Medium,Done,nikanmog,nikanmog,nikanmog,07/May/21 11:27 PM,14/May/21 11:19 AM,06/Jul/21 8:42 PM,14/May/21 11:19 AM,,0,,,,nikanmog,,,,,,,,,,,,,,,,,,,,,,,PITL1-10,,,"0|i002xb:",Sprint 1 - Week 3,,,,,
Create privacy dashboard controls (frontend),PITL1-45,11279,,Task,Done,PITL1,Team L1 – Learning From Heterogeneous Developer Data,software,nikanmog,,,Medium,Done,nikanmog,nikanmog,nikanmog,07/May/21 11:27 PM,14/May/21 11:19 AM,06/Jul/21 8:42 PM,14/May/21 11:19 AM,,0,,,,nikanmog,,,,,,,,,,,,,,,,,,,,,,,PITL1-10,,,"0|i002x3:",Sprint 1 - Week 3,,,,,
Create view for privacy dashboard,PITL1-44,11278,,Task,Done,PITL1,Team L1 – Learning From Heterogeneous Developer Data,software,nikanmog,,,Medium,Done,nikanmog,nikanmog,nikanmog,07/May/21 11:26 PM,14/May/21 11:19 AM,06/Jul/21 8:42 PM,14/May/21 11:19 AM,,0,,,,nikanmog,,,,,,,,,,,,,,,,,,,,,,,PITL1-10,,,"0|i002wv:",Sprint 1 - Week 3,,,,,
"Short status update (ideally bullet points) with your progress delta/ the work you've done in this week, issues you ran into",PITL1-43,11277,,Task,Done,PITL1,Team L1 – Learning From Heterogeneous Developer Data,software,nikanmog,,,Medium,Done,nikanmog,nikanmog,nikanmog,07/May/21 11:24 PM,14/May/21 11:19 AM,06/Jul/21 8:42 PM,14/May/21 11:19 AM,,0,,,,nikanmog,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i002wn:",Sprint 1 - Week 3,,,,,
"Short status update (ideally bullet points) with your progress delta/ the work you've done in this week, issues you ran into",PITL1-42,11276,,Task,Done,PITL1,Team L1 – Learning From Heterogeneous Developer Data,software,nikanmog,,,Medium,Done,saurypande,nikanmog,nikanmog,07/May/21 11:24 PM,13/May/21 9:26 AM,06/Jul/21 8:42 PM,13/May/21 9:26 AM,,0,,,,nikanmog,saurypande,,,,,,,,,,,,,,,,,,,,,,,,,"0|i002wf:",Sprint 1 - Week 3,,,,"13/May/21 9:25 AM;saurypande;Provided the status update in slack as requested.","13/May/21 9:26 AM;saurypande;Already provided the requested updates."
"Short status update (ideally bullet points) with your progress delta/ the work you've done in this week, issues you ran into",PITL1-41,11275,,Task,Done,PITL1,Team L1 – Learning From Heterogeneous Developer Data,software,nikanmog,,,Medium,Done,ga65hif,nikanmog,nikanmog,07/May/21 11:23 PM,14/May/21 3:44 PM,06/Jul/21 8:42 PM,14/May/21 3:44 PM,,0,,,,nikanmog,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i002w7:",Sprint 1 - Week 3,,,,,
"Short status update (ideally bullet points) with your progress delta/ the work you've done in this week, issues you ran into",PITL1-40,11274,,Task,Done,PITL1,Team L1 – Learning From Heterogeneous Developer Data,software,nikanmog,,,Medium,Done,zhiyiniu,nikanmog,nikanmog,07/May/21 11:23 PM,14/May/21 11:42 AM,06/Jul/21 8:42 PM,14/May/21 11:42 AM,,0,,,,nikanmog,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i002vz:",Sprint 1 - Week 3,,,,,
"1 Page of documentation for all models you create (in confluence!) the docs should contain instructions to replicate the model and information on the model, e.g. type, accuracy(create a small, representative labelled test dataset if needed)",PITL1-39,11273,,Task,Done,PITL1,Team L1 – Learning From Heterogeneous Developer Data,software,nikanmog,,,Medium,Done,saurypande,nikanmog,nikanmog,07/May/21 11:21 PM,18/May/21 11:25 PM,06/Jul/21 8:42 PM,18/May/21 11:25 PM,,0,,,,nikanmog,saurypande,,,,,,,,,,,,,,,,,PITL1-22,,,,,,,,"0|i002vr:",Sprint 1 - Week 3,Sprint 1 - Week 4,,,"13/May/21 9:24 AM;saurypande;Created a documentation in jupyter with proper instructions of all the models tried and their evaluated metrics for the task.",
"1 Page of documentation for all models you create (in confluence!) the docs should contain instructions to replicate the model and information on the model, e.g. type, accuracy(create a small, representative labelled test dataset if needed)",PITL1-38,11272,,Task,Done,PITL1,Team L1 – Learning From Heterogeneous Developer Data,software,nikanmog,,,Medium,Done,ga65hif,nikanmog,nikanmog,07/May/21 11:21 PM,18/May/21 7:34 AM,06/Jul/21 8:42 PM,18/May/21 7:34 AM,,0,,,,nikanmog,,";18/May/21 7:34 AM;ga65hif;3600",,,0,3600,,,0,3600,,,,,,,,,,,,,,,,"0|i002vy:6",Sprint 1 - Week 3,Sprint 1 - Week 4,,,,
"1 Page of documentation for all models you create (in confluence!) the docs should contain instructions to replicate the model and information on the model, e.g. type, accuracy(create a small, representative labelled test dataset if needed)",PITL1-37,11271,,Task,Done,PITL1,Team L1 – Learning From Heterogeneous Developer Data,software,nikanmog,,,Medium,Done,zhiyiniu,nikanmog,nikanmog,07/May/21 11:20 PM,18/May/21 8:06 PM,06/Jul/21 8:42 PM,18/May/21 8:06 PM,,0,,,,nikanmog,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i002vb:",Sprint 1 - Week 3,Sprint 1 - Week 4,,,,
Deliver a json with the insights generated from your model and one developer username column Deadline: Monday 23:59,PITL1-36,11270,,Task,Done,PITL1,Team L1 – Learning From Heterogeneous Developer Data,software,nikanmog,,,Medium,Done,zhiyiniu,nikanmog,nikanmog,07/May/21 11:18 PM,18/May/21 8:04 PM,06/Jul/21 8:42 PM,18/May/21 8:04 PM,,0,,,,nikanmog,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i002v3:",Sprint 1 - Week 3,Sprint 1 - Week 4,,,,
Deliver a csv with the insights generated from your model and one developer username column Deadline: Monday 23:59,PITL1-35,11269,,Task,Done,PITL1,Team L1 – Learning From Heterogeneous Developer Data,software,nikanmog,,,Medium,Done,saurypande,nikanmog,nikanmog,07/May/21 11:18 PM,14/May/21 1:37 PM,06/Jul/21 8:42 PM,14/May/21 1:37 PM,,0,,,,nikanmog,saurypande,,,,,,,,,,,,,,,,,,,,,,,,,"0|i002uv:",Sprint 1 - Week 3,,,,"13/May/21 9:22 AM;saurypande;Created a pie chart of the result and returned the result in the desired JSON format.",
Deliver a json with the insights generated from your model and one developer username column Deadline: Monday 23:59,PITL1-34,11268,,Task,Done,PITL1,Team L1 – Learning From Heterogeneous Developer Data,software,nikanmog,,,Medium,Done,ga65hif,nikanmog,nikanmog,07/May/21 11:17 PM,18/May/21 6:59 AM,06/Jul/21 8:42 PM,18/May/21 6:59 AM,,0,,,,nikanmog,,";18/May/21 6:59 AM;ga65hif;7200",,,0,7200,,,0,7200,,,,,,,,,,,,,,,,"0|i002un:",Sprint 1 - Week 3,Sprint 1 - Week 4,,,,
Choose or create another epic for this week's sprint,PITL1-33,11267,,Task,Done,PITL1,Team L1 – Learning From Heterogeneous Developer Data,software,nikanmog,,,Medium,Done,zhiyiniu,nikanmog,nikanmog,07/May/21 11:16 PM,14/May/21 11:38 AM,06/Jul/21 8:42 PM,14/May/21 11:38 AM,,0,,,,nikanmog,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i002uf:",Sprint 1 - Week 3,,,,,
Choose or create another epic for this week's sprint,PITL1-32,11266,,Task,Done,PITL1,Team L1 – Learning From Heterogeneous Developer Data,software,nikanmog,,,Medium,Done,saurypande,nikanmog,nikanmog,07/May/21 11:16 PM,14/May/21 1:35 PM,06/Jul/21 8:42 PM,14/May/21 1:35 PM,,0,,,,nikanmog,saurypande,,,,,,,,,,,,,,,,,,,,,,,,,"0|i002u7:",Sprint 1 - Week 3,,,,"13/May/21 9:27 AM;saurypande;Assigned PITL-22 to myself",
Choose or create another epic for this week's sprint,PITL1-31,11265,,Task,Discarded,PITL1,Team L1 – Learning From Heterogeneous Developer Data,software,nikanmog,,,Medium,Out of Date,ga65hif,nikanmog,nikanmog,07/May/21 11:16 PM,21/May/21 12:51 PM,06/Jul/21 8:42 PM,21/May/21 12:51 PM,,0,,,,nikanmog,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i002tz:",Sprint 1 - Week 3,Sprint 1 - Week 4,,,,
Choose or create another epic for this week's sprint,PITL1-30,11264,,Task,Done,PITL1,Team L1 – Learning From Heterogeneous Developer Data,software,nikanmog,,,Medium,Done,nikanmog,nikanmog,nikanmog,07/May/21 11:15 PM,07/May/21 11:32 PM,06/Jul/21 8:42 PM,07/May/21 11:32 PM,,0,,,,nikanmog,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i002tr:",Sprint 1 - Week 3,,,,,
"Get training data, learn & setup jupyter notebook & transform training data",PITL1-29,11192,,Task,Done,PITL1,Team L1 – Learning From Heterogeneous Developer Data,software,nikanmog,,,Medium,Done,zhiyiniu,nikanmog,nikanmog,28/Apr/21 3:54 PM,07/May/21 1:20 PM,06/Jul/21 8:42 PM,07/May/21 1:20 PM,,0,,,,nikanmog,,,,,,,,,,,,,,,,,,,,,,,PITL1-8,,,"0|i002j3:",Sprint 1 - Week 2,,,,,
"Get training data, learn & setup jupyter notebook & transform training data",PITL1-28,11191,,Task,Done,PITL1,Team L1 – Learning From Heterogeneous Developer Data,software,nikanmog,,,Medium,Done,saurypande,nikanmog,nikanmog,28/Apr/21 3:53 PM,14/May/21 12:32 PM,06/Jul/21 8:42 PM,07/May/21 1:19 PM,,0,,,,nikanmog,,,,,,,,,,,,,,,,,,,,,,,PITL1-17,,,"0|i002iv:",Sprint 1 - Week 2,,,,,
"Get training data, learn & setup jupyter notebook & transform training data",PITL1-27,11190,,Task,Done,PITL1,Team L1 – Learning From Heterogeneous Developer Data,software,nikanmog,,,Medium,Done,ga65hif,nikanmog,nikanmog,28/Apr/21 3:53 PM,07/May/21 1:19 PM,06/Jul/21 8:42 PM,07/May/21 1:19 PM,,0,,,,nikanmog,,,,,,,,,,,,,,,,,,,,,,,PITL1-12,,,"0|i002in:",Sprint 1 - Week 2,,,,,
"Setup git repo with git lfs, jupyter notebooks & folder structure",PITL1-26,11189,,Task,Done,PITL1,Team L1 – Learning From Heterogeneous Developer Data,software,nikanmog,,,Medium,Done,nikanmog,nikanmog,nikanmog,28/Apr/21 3:50 PM,04/May/21 2:57 PM,06/Jul/21 8:42 PM,04/May/21 2:57 PM,,0,,,,nikanmog,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i002if:",Sprint 1 - Week 2,,,,,
Deploy webapp,PITL1-25,11188,,Task,Done,PITL1,Team L1 – Learning From Heterogeneous Developer Data,software,nikanmog,,,Medium,Done,nikanmog,nikanmog,nikanmog,28/Apr/21 3:48 PM,04/May/21 2:56 PM,06/Jul/21 8:42 PM,04/May/21 2:56 PM,,0,,,,nikanmog,,,,,,,,,,,,,,,,,,,,,,,PITL1-9,,,"0|i002i7:",Sprint 1 - Week 2,,,,,
Create simple webapp,PITL1-24,11187,,Task,Done,PITL1,Team L1 – Learning From Heterogeneous Developer Data,software,nikanmog,,,Medium,Done,nikanmog,nikanmog,nikanmog,28/Apr/21 3:48 PM,04/May/21 2:52 PM,06/Jul/21 8:42 PM,04/May/21 2:52 PM,,0,,,,nikanmog,,,,,,,,,,,,,,,,,,,,,,,PITL1-9,,,"0|i002hz:",Sprint 1 - Week 2,,,,,
Deploy Webapp,PITL1-23,11186,11108,Sub-task,Done,PITL1,Team L1 – Learning From Heterogeneous Developer Data,software,nikanmog,,,Medium,Done,nikanmog,nikanmog,nikanmog,28/Apr/21 3:47 PM,18/May/21 8:51 PM,06/Jul/21 8:42 PM,18/May/21 8:51 PM,,0,,,,nikanmog,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i002hr:",,,,,,
Fetching related incidents/bugs similar to a new assigned incident,PITL1-22,11152,,Epic,Done,PITL1,Team L1 – Learning From Heterogeneous Developer Data,software,nikanmog,,,Medium,Done,saurypande,saurypande,saurypande,24/Apr/21 10:04 AM,21/May/21 11:56 AM,06/Jul/21 8:42 PM,21/May/21 11:56 AM,,0,incidentsimilarity,"Usually when a developer is assigned a task/incident/bug for which he has no idea how to resolve. The developer tries to find older similar incidents which have been solved because most of the time bugs are in that area of code base.

Build a system which will try to find similar related incidents/bugs. I guess this can be achieved by applying NLP models of  text similarity.

Future scope: We can extend it for finding any related discussions that have taken place related to those solved incidents in Slack.

 ",,saurypande,,,,,,,,,,,,,,,PITL1-4,PITL1-39,PITL1-51,PITL1-17,,,,ghx-label-8,,Finding older similar incidents,To Do,"0|i002b3:",,,,,,
"Jira - While developing, if the developer is blocked by some problems, suggest the people who will be most helpful to find solutions",PITL1-21,11151,,Epic,Discarded,PITL1,Team L1 – Learning From Heterogeneous Developer Data,software,nikanmog,,,Lowest,Duplicate,saurypande,zhiyiniu,zhiyiniu,24/Apr/21 12:20 AM,24/May/21 1:36 AM,06/Jul/21 8:42 PM,24/May/21 1:36 AM,,0,,* All project experiences and knowledge of each developer can be collected,,zhiyiniu,,,,,,,,,,,,,,,PITL1-6,,,PITL1-17,,,,ghx-label-6,,suggest problems solver,To Do,"0|i002av:",,,,,,
Check code cleanness and if it is understandable for others,PITL1-20,11150,,Epic,Discarded,PITL1,Team L1 – Learning From Heterogeneous Developer Data,software,nikanmog,,,Medium,Out of Date,zhiyiniu,zhiyiniu,zhiyiniu,24/Apr/21 12:19 AM,21/May/21 11:57 AM,06/Jul/21 8:42 PM,21/May/21 11:57 AM,,0,,"* Variable names 
 * Function names
 * Use of help functions
 * A code understandability/code quality / etc score can be given to each developer
 * Developers can/cannot see scores of other developers, but if they do, the developers are notified that the data has been accessed (for privacy reasons)",,zhiyiniu,,,,,,,,,,,,,,,PITL1-6,,,,,,,ghx-label-4,,clean code,To Do,"0|i002an:",,,,,,
"Detect the quality of the code, especially the dangerous lines of code",PITL1-19,11149,,Epic,Discarded,PITL1,Team L1 – Learning From Heterogeneous Developer Data,software,nikanmog,,,Medium,Out of Date,zhiyiniu,zhiyiniu,zhiyiniu,24/Apr/21 12:17 AM,21/May/21 11:57 AM,06/Jul/21 8:42 PM,21/May/21 11:57 AM,,0,,"* When a developer works with a database, detect if there are commands like drop table, delete from, etc.
 * If the a password is saved directly as plain text in code",,zhiyiniu,,,,,,,,,,,,,,,PITL1-6,,,,,,,ghx-label-2,,quality of code,To Do,"0|i002af:",,,,,,
Estimate incident delivery time based on other incidents,PITL1-18,11148,,Epic,Done,PITL1,Team L1 – Learning From Heterogeneous Developer Data,software,nikanmog,,,High,Done,saurypande,zhiyiniu,zhiyiniu,24/Apr/21 12:16 AM,07/Jun/21 2:04 PM,15/Jun/21 12:26 PM,07/Jun/21 2:04 PM,,0,,"* At the beginning of a project, if a person doesn’t have any experience with such an incident, but the project manager wants to know how much time does the person needs to finish this task.

 * Estimate how long it would take for a developer to complete an incident based on how long other developers took to complete similar projects previously
 * Using ML and NLP models to predict the time estimation for the task based on feature engineering on Jira data. ",,zhiyiniu,,,,,,,,,,,,,,,PITL1-6,,,PITL1-99,,,,ghx-label-14,,delivery time,To Do,"0|i002a7:",,,,,,
Jira - Recommendation System: Finding developers who has previously worked on related incidents/bugs,PITL1-17,11147,,Epic,Done,PITL1,Team L1 – Learning From Heterogeneous Developer Data,software,nikanmog,,,Highest,Done,saurypande,saurypande,saurypande,23/Apr/21 7:20 PM,29/Jun/21 12:08 AM,29/Jun/21 12:12 PM,21/May/21 11:53 AM,,0,,"Usually in support providing companies, all the raised bugs/incidents are first assigned to a manager who then allocates them to a correct developer.


Making use of NLP and finding the similarity between the bugs/incidents reported. A recommender system can be developed where we can use pre-trained NLP model like BERT which can help us find incidents/bugs similarity which could be further used in suggesting developers who had previously worked on similar types of bugs/incidents.",,saurypande,,,,,,,,,,,,,,,PITL1-22,PITL1-21,,PITL1-4,,,,ghx-label-12,,Task Assignment,To Do,"0|i0029z:",,,,,,
Make use of ML and analyze an individual performance,PITL1-16,11146,,Epic,Discarded,PITL1,Team L1 – Learning From Heterogeneous Developer Data,software,nikanmog,,,Medium,Cannot Reproduce,nikanmog,saurypande,saurypande,23/Apr/21 6:57 PM,18/Jun/21 4:09 PM,24/May/21 10:28 AM,18/Jun/21 4:09 PM,,0,,"Make use of available data from Github, Slack, Confluence and Jira and evaluate individual performance using ML and NLP.  Parameters which we can use:
 # Number of incidents/Bugs/Stories assigned to the person.
 # Average time taken by the individual to complete those incidents.
 # How active a person is on tools like slack, github, jira.
 # Number of code reviews done by the person.
 # Number of meetings the person is part off.
 # Number of lines of code written by the individual.
 # Number of documentation the person is part off.",,saurypande,,,,,,,,,,,,,,,,,,PITL1-4,,,,ghx-label-10,,Assessment Tool,To Do,"0|i0029r:",,,,,,
Estimate difficulty of task,PITL1-15,11138,,Epic,Discarded,PITL1,Team L1 – Learning From Heterogeneous Developer Data,software,nikanmog,,,Lowest,Duplicate,,ga65hif,ga65hif,23/Apr/21 2:24 PM,18/Jun/21 3:50 PM,25/May/21 9:32 PM,18/Jun/21 3:50 PM,,0,,"Use machine learing to find a correlation between the wording of a task, and how much work will be required to fullfill that task. This information can be used to ensure that difficult problems are assinged to those, who have the best success in the past with these kind of problems.

Tools: 
Jira,Gitlab data",,ga65hif,,,,,,,,,,,,,,,PITL1-3,,,,,,,ghx-label-6,,Task difficulty estamation,To Do,"0|i0027z:",,,,,,
Detecting lines of code that may need additional review,PITL1-14,11132,,Epic,Discarded,PITL1,Team L1 – Learning From Heterogeneous Developer Data,software,nikanmog,,,Medium,Out of Date,,ga65hif,ga65hif,23/Apr/21 1:10 PM,21/May/21 11:58 AM,06/Jul/21 8:42 PM,21/May/21 11:58 AM,,0,,"Use machine learing to identify which code may need additional review, giving the programmer potential feedback, reducing the amount of human reviewing. Result is a bot auto replying to a pull request with which lines may be problematic.

Tools: 
gibtlab data

Related work: [https://ieeexplore-ieee-org.eaccess.ub.tum.de/document/9226313] 
See their github:  https://github.com/miroslawstaron/auto_code_reviewer",,ga65hif,,,,,,,,,,,,,,,PITL1-3,,,,,,,ghx-label-3,,Auto-Detect Problematic LoC,To Do,"0|i0026n:",,,,,,
Detect false attribution,PITL1-13,11131,,Epic,Discarded,PITL1,Team L1 – Learning From Heterogeneous Developer Data,software,nikanmog,,,Medium,Out of Date,ga65hif,ga65hif,ga65hif,23/Apr/21 12:53 PM,21/May/21 11:58 AM,06/Jul/21 8:42 PM,21/May/21 11:58 AM,,0,,"Use machine learning to identify if a new code is originating from the programmer, to find out if some use the work of others to appear more competent.

Related work: https://arxiv.org/pdf/1701.05681.pdf",,ga65hif,,,,,,,,,,,,,,,PITL1-3,,,,,,,ghx-label-1,,Id_programmer,To Do,"0|i0026f:",,,,,,
Jira - Detect which task take very long and potentially hold up other tasks and project progress,PITL1-12,11111,,Epic,Discarded,PITL1,Team L1 – Learning From Heterogeneous Developer Data,software,nikanmog,,,Lowest,Cannot Reproduce,ga65hif,nikanmog,nikanmog,21/Apr/21 3:47 PM,18/Jun/21 3:50 PM,15/Jun/21 12:25 PM,18/Jun/21 3:50 PM,,0,,"Jira data

ML Model, anomaly detection",,nikanmog,,,,,,,,,,,,,,,,,,,,,,ghx-label-9,,Project bottleneck detection,To Do,"0|i0022v:",,,,,,
Jira & Git - Detect developer workload & overtime by analyzing commit times and how long jira tasks are open before finished,PITL1-11,11110,,Epic,Discarded,PITL1,Team L1 – Learning From Heterogeneous Developer Data,software,nikanmog,,,Lowest,Cannot Reproduce,nikanmog,nikanmog,nikanmog,21/Apr/21 3:45 PM,18/Jun/21 3:50 PM,09/Jun/21 3:08 PM,18/Jun/21 3:50 PM,,0,,"Jira data, git data

ML Model",,nikanmog,,,,,,,,,,,,,,,,,,,,,,ghx-label-7,,Developer workload & overtime,To Do,"0|i0003z:",,,,,,
"Web - Dashboard where employee can block specific people/everyone from accessing their data by data type (e.g. slack, git, jira)",PITL1-10,11109,,Epic,Done,PITL1,Team L1 – Learning From Heterogeneous Developer Data,software,nikanmog,,,Highest,Done,nikanmog,nikanmog,nikanmog,21/Apr/21 3:41 PM,21/May/21 11:53 AM,06/Jul/21 8:42 PM,21/May/21 11:53 AM,,0,,"Database with user preferences

web interface

backend function (e.g. serverless nodejs)",,nikanmog,,,,,,,,,,,,,,,,,,,,,,ghx-label-5,,Data control dashboard,To Do,"0|i00033:",,,,,,
Web - Privacy Dashboard with an overview of who requested what kind of information at which time for what reason and on what level (personal/aggregated data),PITL1-9,11108,,Epic,Done,PITL1,Team L1 – Learning From Heterogeneous Developer Data,software,nikanmog,,,Highest,Done,nikanmog,nikanmog,nikanmog,21/Apr/21 3:40 PM,21/May/21 11:54 AM,06/Jul/21 8:42 PM,21/May/21 11:54 AM,,0,,"Tools:

Webapp Table

Database to store data access by other employees",,nikanmog,,,,,,,,,,,,,,,,,,,,,,ghx-label-3,,Privacy Dashboard,To Do,"0|i00227:",,,,,,
Slack - Detect if developer is aggressive towards colleagues with sentiment analysis and slack,PITL1-8,11107,,Epic,Done,PITL1,Team L1 – Learning From Heterogeneous Developer Data,software,nikanmog,,,Highest,Done,zhiyiniu,nikanmog,nikanmog,21/Apr/21 3:38 PM,21/May/21 11:55 AM,06/Jul/21 8:42 PM,21/May/21 11:55 AM,,0,,"Tools: 

Slack data

Sentiment analysis model

 ",,nikanmog,,,,,,,,,,,,,,,,,,,,,,ghx-label-1,,Developer attitude towards colleagues,To Do,"0|i0003j:",,,,,,
Align ideas & create high level product mockup,PITL1-7,11106,,Task,Done,PITL1,Team L1 – Learning From Heterogeneous Developer Data,software,nikanmog,,,Medium,Done,nikanmog,nikanmog,nikanmog,21/Apr/21 3:28 PM,27/Apr/21 11:39 AM,06/Jul/21 8:42 PM,27/Apr/21 11:39 AM,,0,,,,nikanmog,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i0021j:",Project Kickoff &ProductDesign,,,,,
"Create 5-10 Epics in Jira with your ideas, use cases, concepts, etc. for the project",PITL1-6,11105,,Task,Done,PITL1,Team L1 – Learning From Heterogeneous Developer Data,software,nikanmog,,,Medium,Done,zhiyiniu,nikanmog,nikanmog,21/Apr/21 3:23 PM,24/Apr/21 12:26 AM,05/Jul/21 7:51 PM,24/Apr/21 12:26 AM,,0,,"Also add an estimate on technology required, e.g. sentiment analysis model for detecting developer happiness by looking at commits etc and one High level epic of what ",,nikanmog,,,,,,,,,,,,,,PITL1-4,,,,PITL1-20,PITL1-19,PITL1-21,PITL1-18,,,,,"0|i0021b:",Project Kickoff &ProductDesign,,,,,
"Create 5-10 Epics in Jira with your ideas, use cases, concepts, etc. for the project",PITL1-5,11104,,Task,Done,PITL1,Team L1 – Learning From Heterogeneous Developer Data,software,nikanmog,,,Medium,Done,nikanmog,nikanmog,nikanmog,21/Apr/21 3:22 PM,25/Apr/21 9:24 PM,05/Jul/21 7:51 PM,25/Apr/21 9:24 PM,,0,,"Also add an estimate on technology required, e.g. sentiment analysis model for detecting developer happiness by looking at commits etc and one High level epic of what ",,nikanmog,,";25/Apr/21 9:21 PM;nikanmog;1800",";25/Apr/21 9:24 PM;nikanmog;1800",,0,3600,,,0,3600,,,,PITL1-3,,,,,,,,,,,,"0|i00213:",Project Kickoff &ProductDesign,,,,,
"Create 5-10 Epics in Jira with your ideas, use cases, concepts, etc. for the project",PITL1-4,11103,,Task,Done,PITL1,Team L1 – Learning From Heterogeneous Developer Data,software,nikanmog,,,Medium,Done,saurypande,nikanmog,nikanmog,21/Apr/21 3:22 PM,27/Apr/21 11:40 AM,05/Jul/21 7:51 PM,27/Apr/21 11:40 AM,,0,,"Also add an estimate on technology required, e.g. sentiment analysis model for detecting developer happiness by looking at commits etc and one High level epic of what ",,nikanmog,,,,,,,,,,,,PITL1-6,,PITL1-3,PITL1-17,PITL1-16,,PITL1-22,,,,,,,,"0|i0020v:",Project Kickoff &ProductDesign,,,,,
"Create 5-10 Epics in Jira with your ideas, use cases, concepts, etc. for the project",PITL1-3,11102,,Task,Done,PITL1,Team L1 – Learning From Heterogeneous Developer Data,software,nikanmog,,,Medium,Done,ga65hif,nikanmog,nikanmog,21/Apr/21 3:13 PM,27/Apr/21 11:40 AM,06/Jul/21 8:42 PM,27/Apr/21 11:40 AM,,0,,"Also add an estimate on technology required, e.g. sentiment analysis model for detecting developer happiness by looking at commits etc and one High level epic of what ",,nikanmog,,,,,,,,,,,,PITL1-4,PITL1-5,,,,,PITL1-13,PITL1-14,PITL1-15,,,,,,"0|i0020n:",Project Kickoff &ProductDesign,,,,,
